약수터명	소재지도로명주소	소재지지번주소	위도	경도	지정일자	일평균이용인구수	수질검사일자	수질검사결과구분	부적합항목	관리기관전화번호	관리기관명	데이터기준일자	제공기관코드	제공기관명		
검단(하대원)		경기도 성남시 중원구 하대원동 108-3번지	37.431001	127.145401		50	2018-06-15	부적합	총대장균군	031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
윗 속 말		경기도 성남시 중원구 하대원동 409번지	37.424501	127.142501		120	2018-06-15	부적합	총대장균군, 대장균/분원성대장균군	031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
뒷 골		경기도 성남시 중원구 여수동 산33번지	37.417701	127.142301		70	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
중앙공원	경기도 성남시 분당구 성남대로 550, (수내동)	경기도 성남시 분당구 수내동 65번지	37.375701	127.126601		120	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
대 도 사		경기도 성남시 분당구 분당동 20동 1호	37.372401	127.156401		100	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
매 화	경기도 성남시 분당구 야탑로 303, (야탑동)	경기도 성남시 분당구 야탑동 195번지	37.412101	127.146301		80	2018-06-15	부적합	수원고갈	031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
무 지 개		경기도 성남시 분당구 구미동 217번지	37.337701	127.119201		50	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
한 천		경기도 성남시 분당구 이매동 산45번지	37.394601	127.141901		20	2018-06-15	부적합	총대장균군, 대장균/분원성대장균군	031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
독정지하수		경기도 성남시 수정구 신흥동 3번지	37.454901	127.143701		150	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
영 장		경기도 성남시 수정구 복정동 산6-1번지	37.456001	127.143101		100	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
윗가마절		경기도 성남시 수정구 복정동 산6-1번지	37.456501	127.142501		100	2018-06-15	부적합	총대장균군	031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
약진로변		경기도 성남시 수정구 복정동 산2-1번지	37.457401	127.146401		50	2018-06-15	부적합	총대장균군	031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
단 대	경기도 성남시 수정구 단대로16번길 25, (단대동)	경기도 성남시 수정구 단대동 196번지	37.455301	127.158501		50	2018-06-15	부적합	수원고갈	031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
능 골		경기도 성남시 수정구 태평동 6996-3번지	37.449001	127.120801		60	2018-06-15	부적합	수원고갈	031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
산 성		경기도 성남시 중원구 은행동 5번지	37.471601	127.177301		70	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
고 당	경기도 성남시 중원구 산성대로625번길 88, (은행동)	경기도 성남시 중원구 은행동 37번지	37.470901	127.176601		100	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
망 덕		경기도 성남시 중원구 금광동 산38번지	37.452601	127.174601		80	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
사 곡 천		경기도 성남시 중원구 금광동 2470-2번지	37.447601	127.174601		150	2018-06-15	적합		031-729-4094	경기도 성남시 맑은물관리사업소	2018-06-30	3780000	경기도 성남시		
보문약수터		대전광역시 중구 대사동산3-71	36.3044334589	127.422543298		200	2016-09-20	부적합	총대장균군 검출	042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
수정암약수터		대전광역시 중구 대사동산3-71	36.3044334589	127.422543298		200	2016-09-20	적합		042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
송학사약수터		대전광역시 중구 대사동산3-71	36.3044334589	127.422543298		200	2016-09-20	부적합	총대장균군 검출	042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
상봉약수터		대전광역시 중구 대사동산3-71	36.3044334589	127.422543298		200	2016-09-20	부적합	총대장균군 검출	042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
상당약수터		대전광역시 중구 사정동48-1				200	2016-09-20	부적합	총대장균군 검출	042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
보문천약수터		대전광역시 중구 대사동산3-71	36.3044334589	127.422543298		200	2016-09-20	적합		042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
보문석천약수터		대전광역시 중구 대사동산3-71	36.3044334589	127.422543298		200	2016-09-20	적합		042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
명수천약수터		대전광역시 중구 부사동산2-13	36.3060057237	127.430456934		200	2016-09-20	적합		042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
대보천약수터		대전광역시 중구 대사동산3-71	36.3044334589	127.422543298		200	2016-09-20	부적합	총대장균군 검출	042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
남보살약수터		대전광역시 중구 사정동산2-1	36.2993603546	127.40626609		200	2016-09-20	부적합	총대장균군 검출	042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
까치재약수터		대전광역시 중구 사정동198-2	36.2995644226	127.399190941		250	2016-09-20	부적합	총대장균군 검출	042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
고촉사약수터		대전광역시 중구 문화동산18-1	36.2993293977	127.419407413		200	2016-09-20	부적합	총대장균군 검출	042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
가늠골공동우물약수터		대전광역시 중구 석교동269-19	36.3047479794	127.438310511		200	2016-09-20	적합		042-606-6471	대전광역시 중구청 환경과	2018-07-25	3650000	대전광역시 중구		
대흥사	전라남도 해남군 삼산면	전라남도 해남군 삼산면 구림리 146-8	34.4963571	126.6185608	1987-01-01	150	2017-12-05	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
도솔봉	전라남도 해남군 송지면	전라남도 해남군 송지면 마봉리 산95-9	34.3498062	126.553874	1993-01-01	85	2017-12-05	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
신덕	전라남도 해남군 화원면	전라남도 해남군 화원면 신덕리 375-3	34.6582427	126.3244594	1993-01-01	100	2017-12-05	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
오소재	전라남도 해남군 북일면	전라남도 해남군 북일면 흥천리 산117-8	34.4668736	126.6476652	1994-01-01	350	2017-12-05	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
송호	전라남도 해남군 송지면	전라남도 해남군 송지면 송호리 963-1	34.3172033	126.5217846	1997-01-01	100	2017-12-05	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
대흥사	전라남도 해남군 삼산면	전라남도 해남군 삼산면 구림리 146-8	34.4963571	126.6185608	1987-01-01	150	2018-03-20	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
도솔봉	전라남도 해남군 송지면	전라남도 해남군 송지면 마봉리 산95-9	34.3498062	126.553874	1993-01-01	85	2018-03-20	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
신덕	전라남도 해남군 화원면	전라남도 해남군 화원면 신덕리 375-3	34.6582427	126.3244594	1993-01-01	100	2018-03-20	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
오소재	전라남도 해남군 북일면	전라남도 해남군 북일면 흥천리 산117-8	34.4668736	126.6476652	1994-01-01	350	2018-03-20	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
송호	전라남도 해남군 송지면	전라남도 해남군 송지면 송호리 963-1	34.3172033	126.5217846	1997-01-01	100	2018-03-20	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
대흥사	전라남도 해남군 삼산면	전라남도 해남군 삼산면 구림리 146-8	34.4963571	126.6185608	1987-01-01	150	2018-05-25	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
도솔봉	전라남도 해남군 송지면	전라남도 해남군 송지면 마봉리 산95-9	34.3498062	126.553874	1993-01-01	100	2018-05-25	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
신덕	전라남도 해남군 화원면	전라남도 해남군 화원면 신덕리 375-3	34.6582427	126.3244594	1993-01-01	100	2018-05-25	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
오소재	전라남도 해남군 북일면	전라남도 해남군 북일면 흥천리 산117-8	34.4668736	126.6476652	1994-01-01	350	2018-05-25	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
송호	전라남도 해남군 송지면	전라남도 해남군 송지면 송호리 963-1	34.3172033	126.5217846	1997-01-01	100	2018-05-25	적합	-	061-531-3670	전라남도 해남군	2018-07-26	4930000	전라남도 해남군		
산정약수터		부산광역시 영도구 신선동3가 112-121	35.081309	129.048056	1995-01-05	200	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
봉산약수터		부산광역시 영도구 봉래동4가 256-3	35.091486	129.051261	1995-01-05	250	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
청봉약수터		부산광역시 영도구 청학2동 산54-3	35.086811	129.057755	1995-01-05	300	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
미륵암약수터		부산광역시 영도구 동삼3동 산149-1	35.080682	129.059941	1995-01-05	50	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
신흥약수터		부산광역시 영도구 동삼1동 산149-5	35.076794	129.055621	1995-01-05	250	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
태종대 두꺼비약수터		부산광역시 영도구 동삼2동 산29-5	35.055404	129.090003	1995-01-05	70	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
태종대 복어약수터		부산광역시 영도구 동삼2동 산29-5	35.055404	129.090003	1995-01-05	70	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
태종대 용머리약수터		부산광역시 영도구 동삼2동 산29-5	35.055404	129.090003	1995-01-05	80	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
모천약수터		부산광역시 영도구 동삼동 산149-5	35.073979	129.054122	1995-01-05	250	2018-07-16	적합		051-419-4392	영도구	2018-08-17	3280000	부산광역시 영도구		
우성산(상)약수터		충청남도 청양군 청양읍 읍내리 산4-1	36.458004	126.789768		50	2018-08-02	적합		041-940-2262	충청남도 청양군청	2018-08-16	4590000	충청남도 청양군		
우성산(하)약수터	충청남도 청양군 청양읍 약수터길15	충청남도 청양군 청양읍 읍내리 15-13	36.451454	126.794156		150	2018-08-02	적합		041-940-2262	충청남도 청양군청	2018-08-16	4590000	충청남도 청양군		
금오산 대관정		경상북도 구미시 남통동 산5-1	36.117852	128.323141		500	2018-07-05	적합		054-480-4622	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
형곡전망대		경상북도 구미시 남통동 산7-2	36.099990	128.325479		800	2018-07-05	적합		054-480-4622	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
금오산 분수광장		경상북도 구미시 남통동 274-8	36.111488	128.314060		1300	2018-07-05	적합		054-480-4622	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
금오산 영흥정		경상북도 구미시 남통동 산94	36.104525	128.297378		1500	2018-07-05	적합		054-480-4622	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
금오산 정상급수대		경상북도 구미시 남통동 산94	36.093408	128.299647		500	2018-07-05	적합		054-480-4622	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
금오산 찬물샘		경상북도 구미시 남통동 산15-1	36.099926	128.320285		300	2018-07-05	적합		054-480-4622	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
금오산호텔 약수터		경상북도 구미시 남통동 산25-1	36.109907	128.310032		100	2018-07-05	적합		054-480-4622	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
봉두암 약수터		경상북도 구미시 구평동 산59-5	36.083852	128.429531		500	2018-06-05	적합		054-480-5294	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
비봉산 음수대		경상북도 구미시 선산읍 노상리 362	36.248759	128.298780		245	2018-07-02	적합		054-480-5887	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
천생산 약수터		경상북도 구미시 인의동 산26	36.104301	128.447966		600	2018-07-19	적합		054-480-5887	경상북도 구미시청	2018-06-30	5080000	경상북도 구미시		
냉정약수터		전라북도 익산시 금마면 기양리 산48	36.0207901786	127.032456173		100	2017-03-23	적합		063-859-5438	익산시청 녹색환경과	2018-02-20	4680000	전라북도 익산시		
관한약수터		전라북도 익산시 모현동2가251	35.958552847	126.943656444		150	2017-03-23	적합		063-859-5438	익산시청 녹색환경과	2018-02-20	4680000	전라북도 익산시		
